city,property_id,property_name,property_type,site_eui,energy_star_score,total_ghg_mtco2e,address,zip
denver,3941,Lowry North - Building 2-Holland,Apartment,,,,Portfolio Manager,80220
denver,3227,Renaissance at West End Flats,Apartment,,,,Portfolio Manager,80204
denver,3482,Kavod West,Apartment,,,,Portfolio Manager,80209
denver,2639,"Glenarm Residential, LLC",Apartment,,,,Portfolio Manager,80202
denver,3942,Lowry North - Building 3-Holland,Apartment,,,,Portfolio Manager,80220
denver,5693,Trenton,Apartment,,,,Portfolio Manager,80220
denver,2549,Offbroadway Lofts,Apartment,,,,Portfolio Manager,80205
denver,2641,Midland Condo Assoc Inc.,Apartment,,,,Portfolio Manager,80202
denver,5430,Kavod South,Apartment,,,,Portfolio Manager,80209
denver,2699,Renaissance Uptown Lofts,Apartment,,,,Portfolio Manager,80203
denver,2301,Veterans Apartments,Apartment,,,,Portfolio Manager,80211
denver,3120,800 Pennsylvania-Trinity,Apartment,,,,Portfolio Manager,80203
denver,3940,Lowry North-Holland,Apartment,,,,Portfolio Manager,80220
denver,5202,Studebaker Lofts,Apartment,,,,Portfolio Manager,80202
denver,3944,Lowry North - Building 5-Holland,Apartment,,,,Portfolio Manager,80220
denver,2240,The Metro (EPL),Apartment,,,,Portfolio Manager,80202
denver,3196,Mariposa Phase IV,Apartment,52.3,36.0,672.4,Portfolio Manager,80204
denver,5867,St. Francis Apartments at Cathedral Square,Apartment,56.0,54.0,295.6,Portfolio Manager,80203
denver,6015,The Quincy Apartments (tq36),Apartment,63.1,60.0,2966.4,Portfolio Manager,80202
denver,2872,Kingston,Apartment,79.8,67.0,201.6,Portfolio Manager,80206
denver,2264,North Central: Guadalupe Senior Apts.,Apartment,43.0,89.0,138.3,Portfolio Manager,80211
denver,6111,Platte Valley,Apartment,45.1,90.0,278.1,Assessor Data,80205-3048
denver,4602,Residences at University Hills,Apartment,31.5,92.0,705.6,Portfolio Manager,80222
denver,5913,Ogden Flats,Apartment,32.1,100.0,154.1,Portfolio Manager,80218
denver,5659,Westend Apartments (ws292),Apartment,84.5,41.0,2190.6,Portfolio Manager,80202
denver,6018,Parq on Speer,Apartment,44.4,86.0,2001.4,Portfolio Manager,80204
denver,4617,Veranda Highpointe - vd34,Apartment,41.1,92.0,1583.2,Portfolio Manager,80124
denver,5771,Bldg 43 - 690 S. Alton Way,Apartment,53.3,94.0,248.8,Portfolio Manager,80247
denver,2963,1075 Corona,Apartment,97.2,39.0,205.5,Portfolio Manager,80218
denver,2904,1390 High St. - Hightower,Apartment,104.2,50.0,288.6,Portfolio Manager,80218
denver,5038,5038 Building 4,Apartment,59.4,70.0,146.3,Portfolio Manager,80123
denver,6095,Alta SoBo Station (nb57),Apartment,48.4,98.0,866.4,Portfolio Manager,80223
denver,4387,Edge At Cherry Creek (dg005),Apartment,90.6,65.0,591.1,Portfolio Manager,80246
denver,4115,Building 8,Apartment,54.2,68.0,167.8,Portfolio Manager,80230
denver,5794,Bldg 66 - 300 S. Clinton St.,Apartment,52.2,92.0,251.9,Portfolio Manager,80247
denver,5747,Bldg 08 - 710 S. Clinton St.,Apartment,55.1,92.0,109.1,Portfolio Manager,80247
denver,4516,Monaco South: 2280 S. Monaco Pkwy,Apartment,63.1,94.0,320.7,Portfolio Manager,80222
denver,3410,Paragon Apartments,Apartment,47.8,96.0,132.2,Portfolio Manager,80209
denver,5720,"Emanuel Grant Co, LLC",Apartment,55.9,72.0,1232.4,Portfolio Manager,80203
denver,2928,La Scala Apartments,Apartment,97.9,74.0,194.4,Portfolio Manager,80206
denver,6007,Edison at Rino,Apartment,50.7,88.0,1304.8,Portfolio Manager,80216
denver,6036,The Kasserman,Apartment,27.9,92.0,537.5,Portfolio Manager,80211
denver,5552,Ogden Arms 945,Apartment,15.6,100.0,59.6,Portfolio Manager,80218
denver,2377,Liberty House,Apartment,102.7,19.0,249.0,Portfolio Manager,80204
denver,5468,Creekside (cr053),Apartment,68.1,71.0,1354.9,Portfolio Manager,80246
denver,1967,Holy Family,Apartment,75.1,81.0,306.2,Portfolio Manager,80212
denver,5683,Bldg 04 - 610 S. Clinton St.,Apartment,54.7,91.0,247.3,Portfolio Manager,80247
denver,5551,Cherry Creek Abbey Apartments,Apartment,35.0,85.0,426.6,Portfolio Manager,80903
denver,4808,Quincy Place,Apartment,85.6,5.0,616.9,Portfolio Manager,80237
denver,2673,One City Block,Apartment,76.2,18.0,2175.1,Portfolio Manager,80203
denver,4117,Building 11,Apartment,69.4,40.0,198.3,Portfolio Manager,80230
denver,5915,La Villa de Barela,Apartment,88.3,50.0,364.1,Portfolio Manager,80204
denver,4124,Pine Creek Apartment Bldg 1,Apartment,83.6,64.0,209.1,Portfolio Manager,80247
denver,5748,Bldg 06 - 650 S. Clinton St.,Apartment,46.4,95.0,231.9,Portfolio Manager,80247
denver,2578,Chamber Lofts,Apartment,76.6,8.0,674.9,Portfolio Manager,80202
denver,5425,Syracuse,Apartment,88.3,27.0,714.5,Portfolio Manager,80237
denver,4573,Jewell Partners LLC,Apartment,143.1,58.0,308.8,Portfolio Manager,80222
denver,3407,"10 Emerson Residential, LLC",Apartment,69.9,69.0,370.9,Portfolio Manager,80209
denver,3908,Mount Loretto,Apartment,60.4,83.0,495.7,Portfolio Manager,80236
denver,5882,705 Evans,Apartment,37.9,84.0,166.9,Portfolio Manager,80223
denver,4633,51210-Brookdale Tamarac Square,Apartment,61.3,87.0,956.2,Portfolio Manager,80231
denver,3503,Griffis Cherry Creek (gr125),Apartment,64.4,90.0,1530.0,Portfolio Manager,80209
denver,3970,"Albion Court Holdings, L.P.",Apartment,96.5,33.0,590.0,Portfolio Manager,80220
denver,2866,Liv on Steele,Apartment,58.3,72.0,279.8,Portfolio Manager,80206
denver,2945,"1280 Lafayette Residential, LLC",Apartment,74.9,96.0,259.1,Portfolio Manager,80218
denver,5773,Bldg 45 - 660 S. Alton Way,Apartment,42.8,99.0,203.3,Portfolio Manager,80247
denver,4563,The Ventana at Colorado Station,Apartment,95.6,44.0,1802.5,Portfolio Manager,80222
denver,4127,Pine Creek Apartments Bldg. 6,Apartment,91.8,52.0,224.8,Portfolio Manager,80247
denver,2931,Cheesman Club Apartments,Apartment,95.0,57.0,573.1,Portfolio Manager,80206
denver,2524,Benedict Park Place 1B,Apartment,60.4,60.0,854.2,Portfolio Manager,80205
denver,2326,Highland 32 (bs44),Apartment,53.2,70.0,851.7,Portfolio Manager,80211
denver,3213,Decatur Place Apartments,Apartment,66.8,70.0,851.5,Portfolio Manager,80204
denver,5619,Denizen Apartments - dn79,Apartment,58.5,71.0,1283.2,Portfolio Manager,80223
denver,5379,Hirschfeld Towers,Apartment,56.4,80.0,959.3,Portfolio Manager,80223
denver,3862,Mansard Square: 3080 West Iliff Avenue,Apartment,56.5,86.0,149.5,Portfolio Manager,80219
denver,2971,Franconia,Apartment,55.7,87.0,186.2,Portfolio Manager,80218
denver,5775,Bldg 47 - 650 S. Alton Way,Apartment,42.6,98.0,210.1,Portfolio Manager,80247
denver,2349,Villas at Sloan's Lake,Apartment,93.5,46.0,404.1,Portfolio Manager,80204
denver,2543,837 Park Avenue West,Apartment,55.8,86.0,278.3,Portfolio Manager,80205
denver,5294,Twin Fountains,Apartment,49.9,95.0,378.6,Portfolio Manager,80227
denver,5524,Overture Stapleton,Apartment,10.2,100.0,244.1,Portfolio Manager,80238
denver,3715,RedPeak Colorado Station,Apartment,33.7,100.0,677.4,Portfolio Manager,80210
denver,2002,Chaffee Park Senior Residences,Apartment,49.7,69.0,372.9,Portfolio Manager,80211
denver,5391,Freight Residence,Apartment,49.2,72.0,271.9,Portfolio Manager,80216
denver,3363,50830-Brookdale Parkplace,Apartment,0.0,0.0,0.0,Portfolio Manager,80218
denver,2910,The Campbell,Apartment,85.3,29.0,244.9,Portfolio Manager,80206
denver,3886,Loretto Heights - lr024,Apartment,75.8,50.0,2077.3,Portfolio Manager,80236
denver,5754,Bldg 17 - 715 S. Clinton St.,Apartment,58.5,87.0,160.7,Portfolio Manager,80247
denver,5785,Bldg 58 - 9315 E. Center Ave.,Apartment,54.0,92.0,248.7,Portfolio Manager,80247
denver,5197,1476 Pennsylvania St.,Apartment,126.4,14.0,249.7,Portfolio Manager,80206
denver,4084,Lowry Park (lw02),Apartment,73.2,62.0,4125.4,Portfolio Manager,80230
denver,3628,Columbine Towers,Apartment,77.3,62.0,887.7,Portfolio Manager,80219
denver,4785,The District,Apartment,56.3,68.0,2134.5,Portfolio Manager,80222
denver,2783,William Tell,Apartment,85.3,79.0,351.5,Portfolio Manager,80218
denver,5762,Bldg 32 - 695 S. Alton Way,Apartment,54.3,92.0,242.4,Portfolio Manager,80247
denver,5765,Bldg 37 - 700 S. Alton Way,Apartment,51.0,93.0,243.6,Portfolio Manager,80247
denver,2873,1325 N Garfield St,Apartment,62.6,94.0,280.8,Portfolio Manager,80206
denver,2261,Tejon Heights,Apartment,46.2,63.0,222.5,Portfolio Manager,80211
denver,3153,Courthouse Square (26585),Apartment,74.7,67.0,711.7,Portfolio Manager,80204
denver,2937,Corona Residences,Apartment,69.7,70.0,225.8,Portfolio Manager,80218
denver,2268,Bstreet,Apartment,43.9,95.0,298.4,Portfolio Manager,80211
denver,4549,"City Square Apartments, LLC",Apartment,158.7,2.0,1074.7,Portfolio Manager,80222
denver,2545,Cornerstone Residences,Apartment,118.3,5.0,456.5,Portfolio Manager,80205
denver,5310,Wheatley,Apartment,80.9,23.0,568.0,Portfolio Manager,80205
denver,4857,Summitt Ridge Apartment Homes,Apartment,54.2,85.0,1624.1,Portfolio Manager,80237
denver,4825,Bell Denver Tech Center,Apartment,51.2,87.0,2153.4,Portfolio Manager,80237
denver,5795,Bldg 68 - 350 S. Clinton St.,Apartment,54.9,88.0,263.8,Portfolio Manager,80247
denver,3017,Forum Building Housing LP,Apartment,96.2,24.0,585.0,Portfolio Manager,80204
denver,6009,THE PULLMAN - Greystar,Apartment,86.4,33.0,1653.9,Portfolio Manager,80202
denver,1050,Parkfield (pf99),Apartment,78.0,43.0,3039.6,Portfolio Manager,80239
denver,5009,The Pines at Marston Lake,Apartment,67.0,47.0,350.9,Portfolio Manager,80123
denver,5916,3280 North Downing St,Apartment,53.9,69.0,306.6,Portfolio Manager,80205
denver,2130,3030 Richard Allen Ct. - Allen Gardens,Apartment,42.3,82.0,208.9,Portfolio Manager,80205
denver,3238,The Salvation Army Denver Silvercrest Residences,Apartment,55.8,91.0,293.6,Portfolio Manager,80219
denver,5031,5031 Building 6,Apartment,37.2,95.0,105.4,Portfolio Manager,80123
denver,5786,Bldg 59 - 9320 E. Center Ave.,Apartment,47.3,98.0,98.5,Portfolio Manager,80247
denver,3600,Paloma Villas I,Apartment,62.7,80.0,298.8,Portfolio Manager,80219
denver,2235,Griffis Union Station - sk10,Apartment,54.9,83.0,2214.7,Portfolio Manager,80202
denver,5784,Bldg 57 - 9300 E. Center Ave.,Apartment,61.9,85.0,263.5,Portfolio Manager,80247
denver,6025,King Street Apartments,Apartment,56.2,89.0,254.7,Portfolio Manager,80221
denver,5752,Bldg 14 - 775 S. Alton Way,Apartment,44.7,98.0,209.6,Portfolio Manager,80247
denver,3496,The Gardens at Cherry Creek,Apartment,39.5,99.0,1023.0,Portfolio Manager,80209
denver,3234,Casa Dorada: 4600 W. 9th Ave - cs036,Apartment,56.3,64.0,348.2,Portfolio Manager,80204
denver,1983,Casa Loma,Apartment,61.3,78.0,433.9,Portfolio Manager,80211
denver,5665,The Den,Apartment,49.6,84.0,2143.7,Portfolio Manager,80237
denver,2903,1375 High St,Apartment,51.1,96.0,223.8,Portfolio Manager,80218
denver,5604,Coda,Apartment,49.1,0.0,631.9,Portfolio Manager,80206
denver,5316,Clocktower Lofts,Apartment,84.8,13.0,282.2,Portfolio Manager,80205
denver,1977,4765 Federal Blvd,Apartment,44.1,15.0,349.7,Portfolio Manager,80211
denver,2272,Prospect on Central,Apartment,58.8,42.0,471.4,Portfolio Manager,80211
denver,4477,Alta Springs,Apartment,80.5,61.0,2610.6,Portfolio Manager,80231
denver,5165,Jack Kerouac,Apartment,103.5,73.0,269.8,Portfolio Manager,80203
denver,2181,Waterford RiNo (wt019),Apartment,57.6,79.0,1646.9,Portfolio Manager,80216
denver,5036,5036 Building 2,Apartment,39.3,94.0,113.0,Portfolio Manager,80123
denver,5796,Bldg 78 - 495 S. Dayton St.,Apartment,39.3,99.0,212.8,Portfolio Manager,80247
denver,4018,Alas Over Lowry,Apartment,47.6,100.0,415.0,Portfolio Manager,80230
denver,4350,Cedar Run Apartments,Apartment,36.2,0.0,1347.3,Portfolio Manager,80224
denver,4833,Camden Belleview Station,Apartment,68.0,65.0,1667.5,Portfolio Manager,80237
denver,5373,Lumina,Apartment,44.0,73.0,513.2,Portfolio Manager,80211
denver,3397,Casa Cordova Apartments,Apartment,85.1,88.0,306.6,Portfolio Manager,80209-2146
denver,5788,Bldg 61 - 9340 E. Center Ave.,Apartment,56.7,89.0,253.6,Portfolio Manager,80247
denver,1806,Dahlia Square,Apartment,41.2,89.0,527.2,Portfolio Manager,80207
denver,3604,Los Altos de Alameda,Apartment,46.7,95.0,270.3,Portfolio Manager,80219
denver,3730,One Observatory Park - nb10,Apartment,62.7,33.0,1887.8,Portfolio Manager,80210
denver,2894,Colorado Pointe (lc77),Apartment,61.8,53.0,1108.0,Portfolio Manager,80206
denver,2291,"Commons Park West - CO (cm48, cm26)",Apartment,69.5,66.0,2008.9,Portfolio Manager,80202
denver,3143,Penn VII Apartments,Apartment,77.8,72.0,341.1,Portfolio Manager,80203
denver,3389,Alameda Station,Apartment,38.9,81.0,1981.1,Portfolio Manager,80223
denver,5770,Bldg 42 - 655 S. Alton Way,Apartment,52.0,91.0,249.0,Portfolio Manager,80247
denver,5781,Bldg 53 - 9150 E. Center Ave.,Apartment,56.0,92.0,237.3,Portfolio Manager,80247
denver,2972,El Castillo Apartments,Apartment,45.8,98.0,196.4,Portfolio Manager,80218
denver,5244,Buerger Brother Lofts,Apartment,87.5,11.0,425.5,Portfolio Manager,80202
denver,4032,Grand Lowry Lofts,Apartment,98.3,11.0,2413.6,Portfolio Manager,80230
denver,4134,Pine Creek Apartments Bldg. 15,Apartment,96.8,44.0,236.7,Portfolio Manager,80247
denver,6035,Renaissance Downtown Lofts,Apartment,64.4,68.0,576.6,Portfolio Manager,80205
denver,3612,Mountain View,Apartment,66.1,70.0,815.9,Portfolio Manager,80219
denver,5823,300 East 17th - 17th,Apartment,0.0,0.0,0.0,Portfolio Manager,80203
denver,2876,Vida Properties,Apartment,82.0,32.0,253.2,Portfolio Manager,80206
denver,3053,12th & Elati Residences LLC,Apartment,63.6,41.0,522.3,Portfolio Manager,80204
denver,4345,Bldg 1,Apartment,73.7,44.0,514.1,Portfolio Manager,80224
denver,5339,Creekside At Amherst Apartments,Apartment,82.8,49.0,1082.4,Portfolio Manager,80227
denver,2367,Element 47 by Windsor,Apartment,50.3,77.0,1544.3,Portfolio Manager,80211
denver,5798,Bldg 82 - 9625 E. Center Ave.,Apartment,49.9,89.0,275.2,Portfolio Manager,80247
denver,3873,Avon Apartments,Apartment,68.0,90.0,246.0,Portfolio Manager,80236
denver,5035,5035 Building 1,Apartment,41.2,92.0,115.9,Portfolio Manager,80123
denver,5756,Bldg 20 - 755 S. Alton Way,Apartment,50.6,95.0,231.1,Portfolio Manager,80247
denver,5764,Bldg 36 - 665 S. Alton Way,Apartment,44.8,97.0,215.0,Portfolio Manager,80247
denver,4390,180 Flats- 848 S Dexter,Apartment,90.3,63.0,397.9,Portfolio Manager,80246
denver,3090,The Boulevard-Simpson,Apartment,45.7,89.0,1781.7,Portfolio Manager,80204
denver,2946,Park Sedona Apartments,Apartment,55.7,97.0,199.0,Portfolio Manager,80218-2441
denver,4010,The Lex at Lowry (bk49),Apartment,47.9,98.0,3449.5,Portfolio Manager,80224
denver,6011,CoLab (cl135),Apartment,41.2,100.0,2017.6,Portfolio Manager,80204
denver,5032,5032 Building 7,Apartment,22.3,0.0,66.7,Portfolio Manager,80123
denver,5285,Monaco Parkway Apartments,Apartment,77.1,55.0,343.4,Portfolio Manager,80224
denver,4684,Retreat at Water's Edge (rt087),Apartment,85.3,55.0,1306.6,Portfolio Manager,80231
denver,5834,Sable Ridge Apartments - Avanath,Apartment,67.2,62.0,290.7,Portfolio Manager,80239-5213
denver,5516,Parkside Apartments,Apartment,66.7,75.0,353.1,Portfolio Manager,80238
denver,3617,THE CHRISTIANA,Apartment,68.8,80.0,217.1,Portfolio Manager,80219
denver,2693,300 East 17th - Logan,Apartment,0.0,0.0,0.0,Portfolio Manager,80203
denver,3235,Juanita Nolasco,Apartment,106.8,34.0,1107.0,Portfolio Manager,80204
denver,5849,Alexan LoHi (xl14),Apartment,51.7,78.0,595.0,Portfolio Manager,80211
denver,4391,The Rise at Cherry Creek (rs030),Apartment,62.9,96.0,565.7,Portfolio Manager,80246
denver,3728,University House Denver,Apartment,59.9,96.0,1119.5,Portfolio Manager,80210
denver,6116,5000 W 38th LLC,Apartment,54.6,87.0,175.1,Portfolio Manager,80212
denver,5350,Everleigh Central Park (hv56),Apartment,34.2,100.0,797.0,Portfolio Manager,80238
denver,3450,Northcreek,Apartment,108.3,2.0,2237.4,Portfolio Manager,80206
denver,2331,Cottage Hills and Trocadero Apartments,Apartment,77.1,16.0,1250.3,Portfolio Manager,80212
denver,5506,Residence at Governors' Park,Apartment,93.3,65.0,341.9,Portfolio Manager,80203
denver,3632,Mariposa Apartments,Apartment,85.8,76.0,167.6,Portfolio Manager,80223
denver,3108,960 Grant,Apartment,71.4,92.0,264.1,Portfolio Manager,80203
denver,4575,CHERRY PLAZA APARTMENT,Apartment,36.9,94.0,883.8,Portfolio Manager,80222
denver,6008,Platt Park,Apartment,29.2,100.0,1357.8,Portfolio Manager,80210
denver,3052,Belvedere Tower,Apartment,65.0,33.0,974.7,Portfolio Manager,80204
denver,2464,The Manhattan,Apartment,58.3,62.0,1866.7,Portfolio Manager,80202
denver,2989,"Acacia Investment Group, LLC",Apartment,79.6,77.0,249.6,Portfolio Manager,80223
denver,4424,Cambridge Place - 1260,Apartment,65.2,89.0,230.9,Portfolio Manager,80246
denver,3650,Broadway Junction,Apartment,25.5,98.0,316.7,Portfolio Manager,80210
denver,5394,Mulroy,Apartment,65.6,0.0,389.5,Portfolio Manager,80204
denver,5575,Venue on 16th - CO (vh30),Apartment,77.4,23.0,1346.5,Portfolio Manager,80206
denver,3405,Liongate Apartments,Apartment,88.8,44.0,881.7,Portfolio Manager,80218
denver,4389,180 Flats- 818 S Dexter,Apartment,98.0,60.0,409.1,Portfolio Manager,80246
denver,5637,Helios - lh38,Apartment,64.6,68.0,1643.0,Portfolio Manager,80111
denver,1127,NALS REDSTONE-93 LP,Apartment,61.6,68.0,2671.9,Portfolio Manager,80249
denver,5846,Modera River North (md013),Apartment,60.1,83.0,957.4,Portfolio Manager,80205
denver,2189,Block 32: 3200 Brighton Blvd - bl098,Apartment,37.9,88.0,1054.1,Portfolio Manager,80216
denver,4423,Mint Urban Infinity,Apartment,65.3,90.0,2810.2,Portfolio Manager,80246
denver,4498,Woodstream Village,Apartment,39.7,98.0,1768.0,Portfolio Manager,80231
denver,1069,Sable Ridge Residences - Avanath,Apartment,69.7,49.0,327.0,Portfolio Manager,80239-5913
denver,5541,Casa Del Sol Apartments,Apartment,88.7,72.0,632.7,Portfolio Manager,80220
denver,2810,Sheridan Glen Housing,Apartment,55.2,88.0,424.0,Portfolio Manager,80212
denver,2324,Landmark Building,Apartment,73.9,0.0,229.6,Portfolio Manager,80211
denver,4909,Carriage Place Apartment Homes,Apartment,0.0,0.0,0.0,Portfolio Manager,80237
denver,1691,The Crossing Apartment Homes,Apartment,115.1,37.0,1385.4,Portfolio Manager,80239
denver,3029,1135 Broadway Residences LLC,Apartment,42.3,90.0,588.4,Portfolio Manager,80204
denver,5749,Bldg 10 - 720 S. Clinton St.,Apartment,50.9,94.0,238.2,Portfolio Manager,80247
denver,3297,Bolt Factory Lofts,Apartment,52.7,74.0,167.5,Portfolio Manager,80223
denver,2534,Benedict Park Place 5B,Apartment,33.5,87.0,484.3,Portfolio Manager,80205
denver,5783,Bldg 56 - 9155 E. Center Ave.,Apartment,57.0,90.0,252.5,Portfolio Manager,80247
denver,3882,The Amherst,Apartment,64.7,98.0,230.5,Portfolio Manager,80236
denver,5757,Bldg 26 - 745 S. Alton Way,Apartment,48.5,98.0,199.3,Portfolio Manager,80247
denver,5320,Studio LoHi-Simpson,Apartment,27.9,100.0,288.1,Portfolio Manager,80211
denver,2356,Denver Metro Village,Apartment,70.7,76.0,851.5,Portfolio Manager,80204
denver,3055,1255 Galapago Street,Apartment,56.0,87.0,701.4,Portfolio Manager,80204
denver,2551,2020 Lawrence (lw26),Apartment,35.5,90.0,1694.1,Portfolio Manager,80205
denver,5034,5034 Building 9,Apartment,42.0,91.0,118.7,Portfolio Manager,80123
denver,1839,Ulster,Apartment,0.0,0.0,0.0,Portfolio Manager,80220
denver,2807,1601 Colorado,Apartment,67.8,78.0,681.9,Portfolio Manager,80220
denver,4118,Building 12,Apartment,48.1,83.0,145.3,Portfolio Manager,80230
denver,5429,Tennyson 44,Apartment,55.9,84.0,217.7,Portfolio Manager,80212
denver,5840,Tennyson Place,Apartment,39.4,97.0,325.5,Portfolio Manager,80212
denver,5799,Bldg 84 - 580 S. Clinton St.,Apartment,41.8,98.0,205.1,Portfolio Manager,80247
denver,3481,Steele Creek,Apartment,73.2,31.0,2275.7,Portfolio Manager,80206
denver,3231,CO - Casa de Rosal: Casa de Rosal,Apartment,49.1,74.0,280.5,Portfolio Manager,80204
denver,3686,University Station Apartments,Apartment,45.5,78.0,331.2,Portfolio Manager,80210
denver,2314,Mark III,Apartment,62.7,85.0,144.2,Portfolio Manager,80211
denver,3109,Colburn Hotel,Apartment,123.6,23.0,565.3,Portfolio Manager,80203
denver,2266,Centric LoHi by Windsor,Apartment,55.0,77.0,2229.3,Portfolio Manager,80211
denver,6074,Yale Station Apartments LLC,Apartment,46.4,83.0,411.4,Portfolio Manager,80222
